11/09/2013 12:35,11/09/2013,12:35,75,101,"1, PLACE DU CARROUSEL",,,,PLACE DU CARROUSEL,,Bicy,A,,,,,Cond,BL,A,,,,,,,,,,"1, PLACE DU CARROUSEL, 75001 Paris",48.8602768,2.3331928
18/12/2012 16:39,18/12/2012,16:39,75,101,"0, QUAI DES TUILERIES",,,,QUAI DES TUILERIES,,Scoo50-125,A,,,,,Cond,BL,A,,,,,,,,,,"0, QUAI DES TUILERIES, 75001 Paris",48.8629793,2.3237414
15/12/2012 20:29,15/12/2012,20:29,75,101,QUAI DES TUILERIES,,,,QUAI DES TUILERIES,,Scoo50-125,A,,,,,Cond,BL,A,,,,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513
13/12/2013 18:10,13/12/2013,18:10,75,101,QUAI DES TUILERIES,,,,QUAI DES TUILERIES,,Moto>125,A,,,,,Cond,BL,A,,,,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513
23/12/2013 11:50,23/12/2013,11:50,75,101,QUAI DES TUILERIES,,,,QUAI DES TUILERIES,,Scoo50-125,A,,,,,Cond,BL,A,,,,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513
09/09/2012 03:15,09/09/2012,03:15,75,101,"1, SOUTERRAIN TUILERIES",,,,SOUTERRAIN TUILERIES,,VL,A,Scoo<=50,B,,,Cond,BL,A,Cond,BL,B,,,,,,,"1, SOUTERRAIN TUILERIES, 75001 Paris",48.8640493,2.3310526
01/09/2012 23:40,01/09/2012,23:40,75,101,QUAI DES TUILERIES,,,,QUAI DES TUILERIES,,Moto>125,A,,,,,Cond,BL,A,Pass,BL,A,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513
05/11/2012 09:15,05/11/2012,09:15,75,101,QUAI DES TUILERIES,,,,QUAI DES TUILERIES,,Scoo50-125,A,,,,,Cond,BL,A,,,,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513
20/12/2013 15:50,20/12/2013,15:50,75,101,"3, RUE DES PYRAMIDES",,,,RUE DES PYRAMIDES,,VL,A,Bicy,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"3, RUE DES PYRAMIDES, 75001 Paris",48.8643253,2.3323549
15/03/2012 13:00,15/03/2012,13:00,75,101,"350, RUE SAINT HONORE",,,,RUE SAINT HONORE,,VL,A,Scoo50-125,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"350, RUE SAINT HONORE, 75001 Paris",48.86634,2.3296381
23/03/2013 15:20,23/03/2013,15:20,75,101,"350, RUE SAINT HONORE",,,,RUE SAINT HONORE,,VL,A,Moto>125,B,,,Cond,Indem,A,Cond,BL,B,Pass,BL,B,,,,"350, RUE SAINT HONORE, 75001 Paris",48.86634,2.3296381
06/12/2013 16:00,06/12/2013,16:00,75,101,BOULEVARD DU PALAIS,,,,BOULEVARD DU PALAIS,,Scoo<=50,A,,,,,Cond,Indem,A,Pi̩to,BL,A,,,,,,,"BOULEVARD DU PALAIS, 75001 Paris",48.8552927,2.3458801
20/07/2012 15:05,20/07/2012,15:05,75,101,PONT AU CHANGE,,,,PONT AU CHANGE,,VL,A,Bicy,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"PONT AU CHANGE, 75001 Paris",48.8565479,2.346666
04/02/2012 16:20,04/02/2012,16:20,75,102,"18, RUE DAUNOU",,1_75102_5006,,RUE DAUNOU,RUE DE LA PAIX,Bicy,A,VL,B,,,Cond,BL,A,,,,,,,,,,"18, RUE DAUNOU, 75002 Paris",48.8700067,2.3310513
03/06/2012 19:30,03/06/2012,19:30,75,102,"3, PLACE DE L OPERA",,1_75102_5066,,PLACE DE L OPERA,RUE DE LA PAIX,VL,A,Scoo>125,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"3, PLACE DE L OPERA, 75002 Paris",48.8701564,2.3327207
25/01/2013 21:30,25/01/2013,21:30,75,102,PLACE DE L OPERA,,1_75102_5093,,PLACE DE L OPERA,AVENUE DE L OPERA,Bicy,A,VL,B,VL,C,Cond,Indem,B,Cond,BH,A,Cond,Indem,C,,,,"PLACE DE L OPERA, 75002 Paris",48.8702732,2.3326326
14/07/2013 03:15,14/07/2013,03:15,75,102,"42, AVENUE DE L OPERA",,1_75102_5093,,AVENUE DE L OPERA,PLACE DE L OPERA,VL,A,Scoo50-125,B,,,Cond,BL,B,Cond,Indem,A,Pass,BL,B,,,,"42, AVENUE DE L OPERA, 75002 Paris",48.8698657,2.3326639
07/02/2012 07:45,07/02/2012,07:45,75,102,", PLACE DE L OPERA",,1_75102_5106,,PLACE DE L OPERA,BOULEVARD DES CAPUCINES,VU,A,Scoo50-125,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,", PLACE DE L OPERA, 75002 Paris",48.8702732,2.3326326
22/11/2012 08:00,22/11/2012,08:00,75,102,"59, RUE DE RICHELIEU",,1_75102_5577,,RUE DE RICHELIEU,RUE DES PETITS CHAMPS,Scoo<=50,A,Bus,B,,,Cond,BL,A,Cond,Indem,B,,,,,,,"59, RUE DE RICHELIEU, 75002 Paris",48.8669756,2.3372009
29/10/2012 12:25,29/10/2012,12:25,75,102,"69, RUE DE RICHELIEU",,1_75102_5634,,RUE DE RICHELIEU,RUE RAMEAU,VU,A,Moto50-125,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"69, RUE DE RICHELIEU, 75002 Paris",48.86760599999999,2.3375705
27/05/2012 20:05,27/05/2012,20:05,75,102,"11, BOULEVARD DES ITALIE",,1_75102_5672,,BOULEVARD DES ITALIENS,RUE FAVART,VL,A,Scoo50-125,B,,,Cond,Indem,A,Pass,BL,B,Cond,BL,B,,,,"11, BOULEVARD DES ITALIE, 75002 Paris",48.8714058,2.3379807
08/08/2013 09:30,08/08/2013,09:30,75,102,"75, RUE DE RICHELIEU",,1_75102_5705,,RUE DE RICHELIEU,RUE SAINT AUGUSTIN,VL,A,,,,,Cond,Indem,A,Pi̩to,BL,A,,,,,,,"75, RUE DE RICHELIEU, 75002 Paris",48.8687614,2.3382252
01/11/2013 20:35,01/11/2013,20:35,75,102,"134, RUE REAUMUR",,1_75102_6075,,RUE REAUMUR,RUE NOTRE DAME DES VICTOIRES,VL,A,,,,,Pi̩to,BL,A,Cond,Indem,A,,,,,,,"134, RUE REAUMUR, 75002 Paris",48.8686802,2.3423181
04/01/2013 09:40,04/01/2013,09:40,75,102,"01, PLACE DE LA BOURSE",,1_75102_6116,,PLACE DE LA BOURSE,RUE NOTRE DAME DES VICTOIRES,Scoo50-125,A,,,,,Cond,BL,A,,,,,,,,,,"01, PLACE DE LA BOURSE, 75002 Paris",48.8685418,2.3418711
18/09/2013 19:50,18/09/2013,19:50,75,102,"160, RUE MONTMARTRE",,1_75102_6170,,RUE MONTMARTRE,RUE SAINT MARC,VL,A,Scoo50-125,B,,,Cond,Indem,A,Cond,Indem,B,Pass,BL,B,,,,"160, RUE MONTMARTRE, 75002 Paris",48.8701483,2.3427302
29/08/2013 18:10,29/08/2013,18:10,75,102,BOULEVARD POISSONNIERE,,1_75102_6219,,BOULEVARD POISSONNIERE,RUE MONTMARTRE,Bicy,A,,,,,Pi̩to,BL,A,,,,,,,,,,"BOULEVARD POISSONNIERE, 75002 Paris",48.871047,2.3457037
18/12/2012 14:50,18/12/2012,14:50,75,102,"127, RUE MONTMARTRE",,1_75102_6224,,RUE MONTMARTRE,RUE DU CROISSANT,VU,A,,,,,Cond,BL,A,,,,,,,,,,"127, RUE MONTMARTRE, 75002 Paris",48.8692098,2.3429461
10/11/2012 07:50,10/11/2012,07:50,75,102,"37, RUE DU LOUVRE",,1_75102_6302,,RUE DU LOUVRE,RUE DU MAIL,Bicy,A,Scoo50-125,B,,,Cond,BL,A,Cond,Indem,B,,,,,,,"37, RUE DU LOUVRE, 75002 Paris",48.86697849999999,2.3435864
12/05/2012 17:45,12/05/2012,17:45,75,102,"36, RUE ETIENNE MARCEL",,1_75102_6450,,RUE ETIENNE MARCEL,RUE MONTMARTRE,VL,A,,,,,Pi̩to,BL,A,Cond,Indem,A,,,,,,,"36, RUE ETIENNE MARCEL, 75002 Paris",48.8651286,2.3446337
30/08/2013 01:22,30/08/2013,01:22,75,102,RUE ETIENNE MARCEL,,1_75102_6784,,RUE ETIENNE MARCEL,RUE FRANCAISE,Bicy,A,Cyclo,Z,,,Cond,BL,A,,,,,,,,,,"RUE ETIENNE MARCEL, 75002 Paris",48.8647395,2.345399
07/01/2013 18:10,07/01/2013,18:10,75,102,"31, BOULEVARD DE BONNE N",,1_75102_6908,,BOULEVARD DE BONNE NOUVELLE,RUE DE LA VILLE NEUVE,Scoo50-125,A,Cyclo,B,,,Cond,BL,A,Cond,Indem,B,,,,,,,"31, BOULEVARD DE BONNE N, 75002 Paris",48.8702857,2.3488591
15/03/2012 12:10,15/03/2012,12:10,75,102,"73, RUE REAUMUR",,1_75102_6981,,RUE REAUMUR,RUE DUSSOUBS,VL,A,Scoo<=50,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"73, RUE REAUMUR, 75002 Paris",48.86664409999999,2.3494494
28/02/2012 11:10,28/02/2012,11:10,75,102,"44, RUE DUSSOUBS",,1_75102_7048,,RUE DUSSOUBS,RUE DU CAIRE,VU,A,,,,,Cond,Indem,A,Pi̩to,BL,A,,,,,,,"44, RUE DUSSOUBS, 75002 Paris",48.867362,2.3497657
26/06/2012 14:20,26/06/2012,14:20,75,102,"29, RUE DE TURBIGO",,1_75102_7168,,RUE DE TURBIGO,RUE DE PALESTRO,Scoo50-125,A,,,,,Cond,Indem,A,Pi̩to,BL,A,Pi̩to,BL,A,Pi̩to,BL,A,"29, RUE DE TURBIGO, 75002 Paris",48.86441259999999,2.3507601
28/02/2012 06:25,28/02/2012,06:25,75,104,"11, BOULEVARD HENRI IV",,1_75104_8328,,BOULEVARD HENRI IV,PLACE DU PERE TEILHARD DE CHARDIN,VL,A,Scoo50-125,B,,,Cond,BL,A,Cond,BH,B,,,,,,,"11, BOULEVARD HENRI IV, 75004 Paris",48.85145139999999,2.3627091
04/03/2012 21:35,04/03/2012,21:35,75,104,"85, RUE SAINT ANTOINE",,1_75104_8334,,RUE SAINT ANTOINE,RUE DE TURENNE,Bicy,A,Bus,B,,,Cond,BL,A,Cond,Indem,B,,,,,,,"85, RUE SAINT ANTOINE, 75004 Paris",48.8544817,2.3626874
01/10/2013 17:35,01/10/2013,17:35,75,104,"39, RUE SAINT ANTOINE",,1_75104_8520,,RUE SAINT ANTOINE,RUE DE BIRAGUE,Scoo<=50,A,,,,,Cond,BL,A,,,,,,,,,,"39, RUE SAINT ANTOINE, 75004 Paris",48.8537638,2.3648558
29/04/2013 15:16,29/04/2013,15:16,75,104,"34, BOULEVARD HENRI IV",,1_75104_8580,,BOULEVARD HENRI IV,RUE DE LA CERISAIE,Scoo50-125,A,Moto>125,B,,,Cond,BL,A,Cond,Indem,B,,,,,,,"34, BOULEVARD HENRI IV, 75004 Paris",48.8517967,2.3656181
27/04/2012 09:30,27/04/2012,09:30,75,104,"28, RUE SAINT ANTOINE",,1_75104_8581,,RUE SAINT ANTOINE,IMPASSE GUEMENEE,VL,A,Bicy,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"28, RUE SAINT ANTOINE, 75004 Paris",48.8538895,2.3655748
07/10/2012 09:10,07/10/2012,09:10,75,104,"12, RUE SAINT ANTOINE",,1_75104_8641,,RUE SAINT ANTOINE,RUE CASTEX,Cyclo,A,VL,B,,,Cond,BL,A,Cond,Indem,B,,,,,,,"12, RUE SAINT ANTOINE, 75004 Paris",48.85351,2.3665261
09/06/2012 18:50,09/06/2012,18:50,75,104,"41, BOULEVARD HENRI IV",,1_75104_8657,,BOULEVARD HENRI IV,RUE DE LESDIGUIERES,Moto>125,A,Bicy,B,,,Cond,Indem,B,Cond,BL,A,,,,,,,"41, BOULEVARD HENRI IV, 75004 Paris",48.85268910000001,2.3665843
26/06/2013 23:10,26/06/2013,23:10,75,104,"42, BOULEVARD HENRI IV",,1_75104_8657,,BOULEVARD HENRI IV,RUE DE LESDIGUIERES,Scoo50-125,B,VL,Z,,,Pass,BL,B,Cond,BL,B,,,,,,,"42, BOULEVARD HENRI IV, 75004 Paris",48.8523132,2.3670053
16/07/2013 13:20,16/07/2013,13:20,75,104,"16, RUE CHANOINESSE",,,,RUE CHANOINESSE,,Scoo<=50,A,,,,,Cond,BL,A,,,,,,,,,,"16, RUE CHANOINESSE, 75004 Paris",48.8539265,2.3510551
01/11/2013 17:30,01/11/2013,17:30,75,104,"29 BIS, RUE DES FRANCS B",,,,RUE DES FRANCS BOURGEOIS,,VU,A,,,,,Cond,Indem,A,Pi̩to,BL,A,Pi̩to,BL,A,,,,"29 BIS, RUE DES FRANCS B, 75004 Paris",48.857206,2.3612523
09/12/2013 20:42,09/12/2013,20:42,75,104,"44, RUE DE RIVOLI",,,,RUE DE RIVOLI,,Scoo>125,A,,,,,Cond,Indem,A,Pi̩to,BL,A,,,,,,,"44, RUE DE RIVOLI, 75004 Paris",48.8567371,2.3552514
04/11/2013 16:15,04/11/2013,16:15,75,104,"40, RUE DE RIVOLI",,,,RUE DE RIVOLI,,VL,A,Moto>125,B,VL,C,Cond,BL,B,Cond,Indem,A,Cond,Indem,C,,,,"40, RUE DE RIVOLI, 75004 Paris",48.8565453,2.3561633
11/09/2013 18:50,11/09/2013,18:50,75,104,"8, RUE DE RIVOLI",,,,RUE DE RIVOLI,,Scoo<=50,A,Scoo<=50,B,,,Cond,BL,A,Cond,BL,B,,,,,,,"8, RUE DE RIVOLI, 75004 Paris",48.8554343,2.3607246
23/06/2012 18:10,23/06/2012,18:10,75,104,"26, BOULEVARD DE SEBASTO",,,,BOULEVARD DE SEBASTOPOL,,Bicy,B,Scoo<=50,Z,,,Cond,BL,B,,,,,,,,,,"26, BOULEVARD DE SEBASTO, 75004 Paris",48.8607792,2.3498405
13/02/2013 10:15,13/02/2013,10:15,75,104,"33, RUE DE RIVOLI",,,,RUE DE RIVOLI,,Scoo>125,A,,,,,Cond,Indem,A,Pi̩to,BL,A,,,,,,,"33, RUE DE RIVOLI, 75004 Paris",48.8576428,2.3506018
18/06/2012 16:10,18/06/2012,16:10,75,104,"37, RUE DE RIVOLI",,,,RUE DE RIVOLI,,Bus,A,Bicy,B,,,Cond,BL,B,,,,,,,,,,"37, RUE DE RIVOLI, 75004 Paris",48.8577351,2.349933
21/02/2012 22:05,21/02/2012,22:05,75,104,"/, VOIE GEORGES POMPIDOU",,,,VOIE GEORGES POMPIDOU,,VL,A,Moto50-125,B,,,Cond,Indem,A,Cond,BH,B,,,,,,,"/, VOIE GEORGES POMPIDOU, 75004 Paris",48.8528034,2.352662
25/05/2012 00:20,25/05/2012,00:20,75,104,"7, BOULEVARD BOURDON",,,,BOULEVARD BOURDON,,Bicy,A,,,,,Cond,BL,A,,,,,,,,,,"7, BOULEVARD BOURDON, 75004 Paris",48.84828419999999,2.3657251
10/06/2013 19:00,10/06/2013,19:00,75,104,"23, BOULEVARD BEAUMARCHA",,,,BOULEVARD BEAUMARCHAIS,,VL,A,VL,B,,,Cond,Indem,A,Cond,BL,B,Pass,BL,B,,,,"23, BOULEVARD BEAUMARCHA, 75004 Paris",48.855341,2.3683753
26/05/2012 18:30,26/05/2012,18:30,75,104,"18, RUE SAINT ANTOINE",,,,RUE SAINT ANTOINE,,VL,A,,,,,Cond,Indem,A,Pi̩to,BL,A,,,,,,,"18, RUE SAINT ANTOINE, 75004 Paris",48.8537871,2.3663451
06/05/2013 22:40,06/05/2013,22:40,75,104,"21, RUE DES TOURNELLES",,,,RUE DES TOURNELLES,,VL,A,Scoo50-125,B,,,Cond,Indem,A,Cond,Indem,B,Pass,BL,B,,,,"21, RUE DES TOURNELLES, 75004 Paris",48.8551231,2.3667669
21/09/2013 14:23,21/09/2013,14:23,75,104,"2, RUE DES TOURNELLES",,,,RUE DES TOURNELLES,,Scoo<=50,A,VL,B,,,Cond,BL,A,Cond,Indem,B,,,,,,,"2, RUE DES TOURNELLES, 75004 Paris",48.8537018,2.3674141
13/02/2013 15:50,13/02/2013,15:50,75,105,"133, BOULEVARD SAINT MIC",,1_75105_5623,,BOULEVARD SAINT MICHEL,RUE DU VAL DE GRACE,Bicy,A,,,,,Pi̩to,BL,A,Cond,Indem,A,,,,,,,"133, BOULEVARD SAINT MIC, 75005 Paris",48.8420351,2.338283
04/07/2012 04:15,04/07/2012,04:15,75,105,"63, BOULEVARD SAINT MICH",,1_75105_5946,,BOULEVARD SAINT MICHEL,RUE SOUFFLOT,VL,A,,,,,Cond,BL,A,,,,,,,,,,"63, BOULEVARD SAINT MICH, 75005 Paris",48.8474525,2.3413606
06/04/2012 12:40,06/04/2012,12:40,75,105,"296, RUE SAINT JACQUES",,1_75105_5961,,PLACE ALPHONSE LAVERAN,RUE DU VAL DE GRACE,Scoo<=50,A,,,,,Cond,BL,A,,,,,,,,,,"296, RUE SAINT JACQUES, 75005 Paris",48.8411363,2.3411336
22/05/2013 21:05,22/05/2013,21:05,75,105,RUE SAINT JACQUES,,1_75105_6030,,RUE SAINT JACQUES,RUE DE L ABBE DE L EPEE,VL,A,Scoo<=50,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"RUE SAINT JACQUES, 75005 Paris",48.8455939,2.3426793
27/03/2012 19:58,27/03/2012,19:58,75,105,RUE SOUFFLOT,,1_75105_6084,,RUE SOUFFLOT,RUE LE GOFF,VL,A,Scoo50-125,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"RUE SOUFFLOT, 75005 Paris",48.8469029,2.3428313
19/06/2013 22:23,19/06/2013,22:23,75,105,"179, RUE SAINT JACQUES",,1_75105_6175,,RUE SAINT JACQUES,RUE ROYER COLLARD,Moto>125,A,,,,,Pi̩to,BL,A,Cond,Indem,A,,,,,,,"179, RUE SAINT JACQUES, 75005 Paris",48.8453783,2.3428786
20/04/2013 13:50,20/04/2013,13:50,75,105,RUE GAY LUSSAC,,1_75105_6197,,RUE GAY LUSSAC,RUE DES URSULINES,Scoo50-125,A,,,,,Cond,BL,A,Pi̩to,BH,A,,,,,,,"RUE GAY LUSSAC, 75005 Paris",48.844325,2.3420456
07/02/2012 17:19,07/02/2012,17:19,75,105,"32 BIS, RUE SAINT JACQUE",,1_75105_6495,,RUE SAINT JACQUES,BOULEVARD SAINT GERMAIN,Moto>125,A,,,,,Cond,BL,A,Pi̩to,BL,A,,,,,,,"32 BIS, RUE SAINT JACQUE, 75005 Paris",48.8508319,2.3455209
21/08/2012 21:52,21/08/2012,21:52,75,105,"84, BOULEVARD SAINT GERM",,1_75105_6495,,BOULEVARD SAINT GERMAIN,RUE SAINT JACQUES,VL,A,Scoo<=50,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"84, BOULEVARD SAINT GERM, 75005 Paris",48.8510617,2.3453652
29/11/2012 09:46,29/11/2012,09:46,75,105,RUE BERTHOLLET,,1_75105_6508,,RUE BERTHOLLET,RUE FLATTERS,VL,A,,,,,Pi̩to,BL,A,Cond,Indem,A,,,,,,,"RUE BERTHOLLET, 75005 Paris",48.838822,2.3457345
24/06/2013 15:10,24/06/2013,15:10,75,105,"33, PLACE MAUBERT",,1_75105_6904,,PLACE MAUBERT,RUE LAGRANGE,VL,A,Scoo<=50,B,,,Cond,Indem,A,Cond,Indem,B,Pass,BL,B,,,,"33, PLACE MAUBERT, 75005 Paris",48.8500922,2.3489206
19/09/2012 09:05,19/09/2012,09:05,75,105,"2, RUE MONGE",,1_75105_6931,,RUE MONGE,RUE DE LA MONTAGNE SAINTE GENEVIEVE,Bicy,A,,,,,Cond,BL,A,Pi̩to,Indem,A,,,,,,,"2, RUE MONGE, 75005 Paris",48.8495235,2.3490654
15/05/2012 14:45,15/05/2012,14:45,75,105,RUE PASCAL,,1_75105_6937,,RUE PASCAL,BOULEVARD DE PORT ROYAL,Bicy,A,,,,,Cond,Indem,A,Pi̩to,BL,A,,,,,,,"RUE PASCAL, 75005 Paris",48.838249,2.3495319
18/10/2013 15:55,18/10/2013,15:55,75,105,"24, RUE MONGE",,1_75105_7203,,RUE MONGE,RUE D ARRAS,Scoo<=50,A,Cyclo,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"24, RUE MONGE, 75005 Paris",48.8468959,2.3511321
14/06/2013 07:15,14/06/2013,07:15,75,105,"53, RUE DU CARDINAL LEMO",,1_75105_7257,,RUE DU CARDINAL LEMOINE,RUE MONGE,VU,A,,,,,Cond,Indem,A,Pi̩to,BL,A,,,,,,,"53, RUE DU CARDINAL LEMO, 75005 Paris",48.84666430000001,2.3520705
13/01/2012 13:45,13/01/2012,13:45,75,105,"7, RUE DE MIRBEL",,1_75105_7287,,RUE DE MIRBEL,RUE MONGE,Engin,A,,,,,Cond,BL,A,Pass,BL,A,,,,,,,"7, RUE DE MIRBEL, 75005 Paris",48.8408104,2.3517909
24/11/2012 01:39,24/11/2012,01:39,75,105,"86, RUE MONGE",,1_75105_7291,,RUE MONGE,RUE DE L EPEE DE BOIS,VL,A,Moto>125,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"86, RUE MONGE, 75005 Paris",48.841765,2.3517312
27/09/2013 23:25,27/09/2013,23:25,75,105,"2, PLACE MONGE",,1_75105_7316,,PLACE MONGE,RUE MONGE,Scoo<=50,A,,,,,Cond,BL,A,,,,,,,,,,"2, PLACE MONGE, 75005 Paris",48.843277,2.3519502
10/12/2012 20:55,10/12/2012,20:55,75,105,RUE DE LA CLEF,,1_75105_7371,,RUE DE LA CLEF,RUE DU PUITS DE L ERMITE,VL,A,Scoo50-125,B,,,Cond,BL,A,Cond,BL,B,,,,,,,"RUE DE LA CLEF, 75005 Paris",48.8414148,2.3526303
19/12/2013 15:15,19/12/2013,15:15,75,105,"82, BOULEVARD SAINT MARC",,1_75105_7379,,BOULEVARD SAINT MARCEL,RUE DE LA COLLEGIALE,Scoo50-125,A,Scoo50-125,B,,,Cond,Indem,A,Cond,BL,B,Pi̩to,BL,A,,,,"82, BOULEVARD SAINT MARC, 75005 Paris",48.8708485,2.3420357
16/09/2013 17:55,16/09/2013,17:55,75,105,BOULEVARD SAINT MARCEL,,1_75105_7562,,BOULEVARD SAINT MARCEL,RUE SCIPION,Moto>125,A,VL,B,,,Cond,Indem,B,Cond,BL,A,,,,,,,"BOULEVARD SAINT MARCEL, 75005 Paris",48.8384846,2.3570328
10/09/2013 17:40,10/09/2013,17:40,75,105,"4, RUE DES FOSSES SAINT",,1_75105_7656,,RUE DES FOSSES SAINT BERNARD,RUE DES CHANTIERS,Moto50-125,A,,,,,Cond,Indem,A,Pi̩to,BL,A,Pi̩to,BL,A,,,,"4, RUE DES FOSSES SAINT, 75005 Paris",48.8458769,2.3434057
21/11/2013 17:15,21/11/2013,17:15,75,105,"93, BOULEVARD DE PORT RO",,,,BOULEVARD DE PORT ROYAL,,Scoo50-125,Z,,,,,Pi̩to,BL,Z,,,,,,,,,,"93, BOULEVARD DE PORT RO, 75005 Paris",-8.7927605,-63.88684240000001
04/09/2012 03:50,04/09/2012,03:50,75,105,"59, BOULEVARD SAINT MICH",,,,BOULEVARD SAINT MICHEL,,Moto>125,A,,,,,Cond,BL,A,,,,,,,,,,"59, BOULEVARD SAINT MICH, 75005 Paris",48.8477251,2.3414144
31/05/2013 18:20,31/05/2013,18:20,75,105,"82, BOULEVARD SAINT MARC",,,,BOULEVARD SAINT MARCEL,,VL,A,Scoo<=50,B,Scoo50-125,C,Cond,BL,B,Cond,Indem,A,Cond,Indem,C,,,,"82, BOULEVARD SAINT MARC, 75005 Paris",48.8708485,2.3420357
21/08/2012 23:25,21/08/2012,23:25,75,105,"40, BOULEVARD SAINT MARC",,,,BOULEVARD SAINT MARCEL,,VL,A,VL,B,VL,C,Cond,BL,A,Cond,BL,B,Cond,Indem,C,Pass,BL,C,"40, BOULEVARD SAINT MARC, 75005 Paris",48.8708485,2.3420357
28/05/2013 13:11,28/05/2013,13:11,75,105,"22BIS, BOULEVARD SAINT M",,,,BOULEVARD SAINT MARCEL,,VL,A,Moto50-125,B,,,Cond,Indem,A,Cond,BL,B,,,,,,,"22BIS, BOULEVARD SAINT M, 75005 Paris",48.8496802,2.35342
19/05/2013 13:35,19/05/2013,13:35,75,105,"55, RUE GEOFFROY SAINT H",,,,RUE GEOFFROY SAINT HILAIRE,,Bus,A,VL,B,,,Cond,Indem,A,Cond,Indem,B,Pass,BL,B,Pass,BL,B,"55, RUE GEOFFROY SAINT H, 75005 Paris",48.8431963,2.3551018
